instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,runtime_sec,status
test_data\data_demand_random\30\C201_3.dat,8,60,3,3,635.3486810584277,"[[[[0, [1, 13]], [13, []], [1, []], [4, [4, 3]], [3, []], [5, [19, 5, 17, 18, 9, 25, 15, 12, 14, 30, 24]], [9, []], [17, []], [18, []], [19, []], [15, []], [12, []], [14, []], [25, [28]], [28, []], [30, []], [27, [27]], [24, []]], [[0, [16, 26, 23]], [26, []], [23, []], [16, []], [22, [22, 10]], [10, []], [7, [7, 2]], [2, []], [11, [11, 29]], [8, [8, 20]], [21, [21, 6]], [20, []], [6, []], [29, []]]], [[[4, [4, 3]]], [[22, [22, 10]]], [[5, [18, 15, 14, 24]]], [[5, [17, 9, 25, 12, 30]]], [[5, [19, 5]]], [[7, [7, 2]]], [[11, [11, 29]]], [[25, [28]]], [[8, [8, 20]]], [[21, [21, 6]]], [[27, [27]]]]]",,None,2.272727,6.272727,,,414.091,OK
test_data\data_demand_random\30\C201_3.dat,8,60,3,4,680.0831891575846,"[[[[0, [1]], [1, []], [2, [2, 5]], [5, [4, 3]], [4, []], [3, []], [10, [10, 28, 17, 18, 30, 21]], [17, []], [18, []], [28, []], [6, [6, 22]], [22, []], [27, [27]], [30, []], [25, [25]], [21, []]], [[0, [13, 23, 26]], [23, []], [26, []], [29, [29, 19, 11, 16]], [7, [7, 14]], [11, []], [8, [8, 12, 15, 20, 24, 9]], [9, []], [13, []], [14, []], [12, []], [16, []], [19, []], [15, []], [24, []], [20, []]]], [[[29, [11, 16]]], [[2, [2, 5]]], [[5, [4, 3]]], [[10, [28, 17, 18, 30, 21]]], [[29, [29, 19]]], [[10, [10]]], [[7, [7, 14]]], [[8, [8, 12, 15, 9]]], [[8, [20, 24]]], [[6, [6, 22]]], [[27, [27]]], [[25, [25]]]]]",,None,2.166667,6.0,,,464.409,OK
test_data\data_demand_random\30\C201_3.dat,8,60,3,5,680.0831891575846,"[[[[0, []], [5, [19, 5, 26, 2]], [26, []], [19, []], [2, []], [22, [22, 24, 28]], [24, []], [6, [6]], [28, []], [30, [30, 21, 27]], [27, []], [21, []]], [[0, [1]], [29, [29, 16, 13]], [11, [11, 7, 3, 8, 12, 14, 15, 9, 17]], [8, []], [10, [10, 4]], [7, []], [3, []], [4, [18, 23]], [1, []], [13, []], [9, []], [12, []], [14, []], [16, []], [15, []], [18, []], [17, []], [23, []], [25, [25, 20]], [20, []]]], [[[29, [29, 16, 13]]], [[5, [26, 2]]], [[5, [19, 5]]], [[11, [7, 14, 15]]], [[11, [8, 12, 9, 17]]], [[11, [11, 3]]], [[10, [10, 4]]], [[4, [18, 23]]], [[22, [22, 24, 28]]], [[6, [6]]], [[30, [30, 21, 27]]], [[25, [25, 20]]]]]",,None,2.416667,6.833333,,,398.038,OK
test_data\data_demand_random\30\C201_3.dat,8,120,1,1,701.0788655293195,"[[[[0, [26]], [19, [19, 5]], [5, []], [4, [4, 22, 29]], [20, [20, 24]], [22, []], [24, []], [29, []], [6, [6, 28]], [28, []], [26, []], [25, [25, 30]], [30, []], [27, [27]]], [[0, [1]], [13, [13, 23, 16]], [23, []], [3, [3]], [10, [10, 2]], [1, []], [7, [7, 11]], [2, []], [11, []], [21, [21]], [18, [18, 15, 14, 17]], [17, []], [15, []], [14, []], [16, []], [12, [12, 9, 8]], [9, []], [8, []]]], [[[13, [13, 23]]], [[13, [16]]], [[3, [3]]], [[19, [19, 5]]], [[4, [4, 22, 29]]], [[10, [10, 2]]], [[7, [7, 11]]], [[20, [20, 24]]], [[21, [21]]], [[18, [18, 15, 14, 17]]], [[6, [6, 28]]], [[12, [12, 9, 8]]], [[25, [25, 30]]], [[27, [27]]]]]",,None,2.0,5.571429,,,147.019,OK
test_data\data_demand_random\30\C201_3.dat,8,120,1,2,701.0788655293195,"[[[[0, []], [29, [29]], [26, [26, 5]], [5, []], [28, [28, 16]], [23, [23]], [17, [17, 19]], [18, [18, 15, 14, 22]], [19, []], [15, []], [16, []], [14, []], [12, [12, 9, 20]], [9, []], [22, []], [20, []]], [[0, []], [13, [13, 2, 1]], [4, [4, 10]], [1, []], [7, [7, 11]], [3, [3, 24]], [2, []], [11, []], [10, []], [8, [8, 21, 6]], [21, []], [6, []], [25, [25, 30]], [30, []], [27, [27]], [24, []]]], [[[13, [1]]], [[29, [29]]], [[26, [26, 5]]], [[13, [13, 2]]], [[4, [4, 10]]], [[7, [7, 11]]], [[3, [3, 24]]], [[28, [28, 16]]], [[23, [23]]], [[8, [8, 21, 6]]], [[17, [17, 19]]], [[18, [18, 15, 14, 22]]], [[12, [12, 9, 20]]], [[25, [25, 30]]], [[27, [27]]]]]",714.298221281347,"[[[[0, []], [5, [5]], [13, [13, 26]], [26, []], [28, [28, 29, 16]], [29, []], [6, [6, 18, 15, 14]], [18, []], [17, [17, 22]], [15, []], [16, []], [14, []], [12, [12, 9]], [9, []], [22, []]], [[0, [1]], [19, [19]], [23, [23, 11]], [4, [4]], [3, [3, 2]], [11, []], [2, []], [7, [7, 24]], [1, [21, 10]], [10, []], [8, [8, 20]], [21, [27, 30]], [25, [25]], [30, []], [24, []], [27, []], [20, []]]], [[[19, [19]], [5, [5]]], [[13, [13, 26]]], [[23, [23, 11]]], [[4, [4]]], [[3, [3, 2]]], [[7, [7, 24]]], [[28, [28, 29, 16]]], [[1, [21, 10]]], [[6, [6, 18, 15, 14]]], [[8, [8, 20]]], [[17, [17, 22]]], [[12, [12, 9]]], [[21, [27, 30]]], [[25, [25]]]]]",2.0,5.733333,2.071429,5.857143,160.123,OK
test_data\data_demand_random\30\C201_3.dat,8,120,1,3,701.0788655293195,"[[[[0, []], [13, [13]], [11, [11, 29, 16]], [29, []], [28, [28, 18, 14, 22]], [15, [15, 17, 19]], [17, []], [18, []], [19, []], [16, []], [14, []], [12, [12, 9]], [9, []], [22, []]], [[0, [1]], [26, [26]], [23, [23]], [1, []], [3, [3, 4]], [4, []], [5, [5]], [7, [7, 2]], [2, []], [10, [10, 24]], [8, [8, 21, 20, 6, 30]], [21, []], [20, []], [6, []], [30, []], [25, [25, 27]], [27, []], [24, []]]], [[[13, [13]]], [[26, [26]]], [[23, [23]]], [[11, [11, 29, 16]]], [[3, [3, 4]]], [[5, [5]]], [[7, [7, 2]]], [[10, [10, 24]]], [[28, [28, 18, 14, 22]]], [[15, [15, 17, 19]]], [[8, [8, 21, 30]]], [[8, [20, 6]]], [[25, [25, 27]]], [[12, [12, 9]]]]]",,None,2.071429,5.857143,,,210.323,OK
test_data\data_demand_random\30\C201_3.dat,8,120,1,4,701.0788655293195,"[[[[0, []], [19, [19, 13]], [26, [26, 16]], [13, []], [24, [24, 22]], [22, []], [20, [20, 28, 18]], [28, []], [18, []], [17, [17, 15, 14, 21]], [15, []], [16, []], [14, []], [12, [12]], [21, []]], [[0, [1]], [23, [23]], [1, [11]], [11, []], [10, [10, 2, 29]], [2, []], [3, [3, 4]], [4, []], [7, [7, 5]], [5, []], [29, []], [6, [6]], [27, [27, 9, 30]], [30, []], [25, [25, 8]], [9, []], [8, []]]], [[[19, [19, 13]]], [[23, [23]]], [[1, [11]]], [[26, [26, 16]]], [[10, [10, 2, 29]]], [[3, [3, 4]]], [[24, [24, 22]]], [[7, [7, 5]]], [[20, [20, 28, 18]]], [[6, [6]]], [[17, [17, 15, 14, 21]]], [[27, [27, 9, 30]]], [[12, [12]]], [[25, [25, 8]]]]]",720.0,"[[[[0, []], [26, [26, 13, 16]], [19, [19, 24]], [13, []], [24, []], [20, [20, 28, 18]], [28, []], [18, []], [17, [17, 15, 14, 21]], [15, []], [16, []], [14, []], [12, [12]], [21, []]], [[0, [1]], [23, [23, 11]], [1, []], [11, []], [10, [10, 2, 29]], [2, []], [3, [3, 4]], [4, []], [7, [7, 5]], [5, []], [22, [22]], [6, [6]], [29, [27, 9]], [27, []], [30, [30, 25, 8]], [25, []], [9, []], [8, []]]], [[[23, [23, 11]]], [[26, [26, 13, 16]]], [[10, [10, 2, 29]]], [[3, [3, 4]]], [[19, [19, 24]]], [[7, [7, 5]]], [[22, [22]]], [[20, [20, 28, 18]]], [[6, [6]]], [[17, [17, 15, 14, 21]]], [[29, [27, 9]], [12, [12]]], [[30, [30, 25, 8]]]]]",2.071429,5.857143,2.416667,6.833333,183.623,OK
test_data\data_demand_random\30\C201_3.dat,8,120,1,5,701.0788655293195,"[[[[0, []], [19, [19, 5]], [16, [16, 2, 11]], [5, []], [2, []], [7, [7]], [11, []], [10, [10, 18, 14]], [18, []], [17, [17, 15, 8]], [15, []], [14, []], [12, [12, 9]], [9, []], [8, []]], [[0, [1]], [26, [26]], [13, [13, 23]], [1, []], [3, [3, 4]], [4, []], [23, []], [28, [28, 22, 29]], [21, [21]], [20, [20, 6, 30, 25, 24]], [24, []], [22, []], [25, []], [30, []], [6, []], [29, []], [27, [27]]]], [[[26, [26]]], [[19, [19, 5]]], [[13, [13, 23]]], [[16, [16, 2, 11]]], [[3, [3, 4]]], [[7, [7]]], [[10, [10, 18, 14]]], [[28, [28, 22, 29]]], [[21, [21]]], [[20, [30, 25, 24]]], [[20, [20, 6]]], [[17, [17, 15, 8]]], [[27, [27]]], [[12, [12, 9]]]]]",,None,2.071429,5.857143,,,192.397,OK
test_data\data_demand_random\30\C201_3.dat,8,120,2,1,641.5628066838034,"[[[[0, []], [3, [3, 4, 1]], [4, []], [5, [5, 19]], [19, []], [14, [14, 2, 22]], [1, []], [7, [7, 24]], [2, [21, 8]], [8, []], [21, []], [24, []], [22, []]], [[0, []], [13, [13, 23]], [11, [11, 12, 25, 9, 17, 16, 15]], [12, []], [17, []], [9, []], [10, [10]], [25, []], [23, []], [16, []], [15, []], [18, [18, 28, 26]], [26, []], [28, []], [6, [6, 29]], [29, []], [30, [30, 20]], [27, [27]], [20, []]]], [[[3, [1]]], [[13, [13, 23]]], [[3, [3, 4]]], [[11, [12, 25, 9, 17, 15]]], [[11, [11, 16]]], [[5, [5, 19]]], [[10, [10]]], [[18, [18, 28, 26]]], [[14, [14, 2, 22]]], [[7, [7, 24]]], [[2, [21, 8]]], [[6, [6, 29]]], [[30, [30, 20]]], [[27, [27]]]]]",663.6468827043885,"[[[[0, []], [26, [26, 13]], [13, []], [23, [23, 29]], [29, []], [22, [22]], [19, [24, 19]], [28, [28]], [6, [6, 20]], [24, []], [30, [30, 21, 27]], [21, []], [27, []], [20, []]], [[0, [1]], [11, [11, 9, 12, 25, 17, 15, 16]], [12, []], [9, [2, 4]], [2, []], [5, [5, 3]], [10, [10]], [1, []], [3, [7, 18, 14]], [7, []], [4, []], [25, []], [17, []], [18, []], [15, []], [16, []], [14, []], [8, [8]]]], [[[26, [26, 13]]], [[11, [9, 12, 25, 17, 15]]], [[11, [11, 16]]], [[23, [23, 29]]], [[9, [2, 4]]], [[5, [5, 3]]], [[22, [22]], [10, [10]]], [[19, [24, 19]]], [[3, [7, 18, 14]]], [[28, [28]]], [[8, [8]]], [[6, [6, 20]]], [[30, [30, 21, 27]]]]]",2.142857,6.142857,2.230769,6.307692,572.472,OK
test_data\data_demand_random\30\C201_3.dat,8,120,2,2,701.0788655293195,"[[[[0, []], [5, [5, 13, 2, 29]], [2, []], [13, []], [24, [24, 23]], [23, []], [19, [19]], [18, [18, 26]], [26, []], [28, [28]], [6, [6]], [29, []], [30, [30, 27]], [27, []], [25, [25, 8]], [8, []]], [[0, []], [1, [1, 11]], [22, [22, 3]], [3, []], [7, [7, 4]], [4, []], [11, []], [10, [10, 16]], [17, [17, 15, 14, 21, 20]], [15, []], [16, []], [14, []], [12, [12, 9]], [9, []], [21, []], [20, []]]], [[[1, [1, 11]]], [[5, [5, 13, 2, 29]]], [[22, [22, 3]]], [[24, [24, 23]]], [[19, [19]]], [[18, [18, 26]]], [[7, [7, 4]]], [[10, [10, 16]]], [[28, [28]]], [[17, [17, 15, 14, 21, 20]]], [[6, [6]]], [[30, [30, 27]]], [[25, [25, 8]]], [[12, [12, 9]]]]]",708.3573373083088,"[[[[0, [1]], [5, [5]], [13, [13, 2, 4]], [1, []], [4, []], [3, [3, 22]], [7, [7, 11]], [2, []], [11, []], [21, [21, 10]], [8, [8, 17]], [10, []], [17, []], [15, [15, 14]], [14, [12, 9]], [12, []], [9, []], [22, []]], [[0, []], [19, [19]], [26, [26]], [23, [23]], [29, [29, 16]], [16, []], [18, [18, 28, 20]], [28, []], [6, [6, 24]], [30, [30, 25]], [25, []], [27, [27]], [24, []], [20, []]]], [[[5, [5]], [19, [19]]], [[13, [13, 2, 4]]], [[26, [26]]], [[23, [23]]], [[29, [29, 16]]], [[3, [3, 22]]], [[18, [18, 28, 20]]], [[7, [7, 11]]], [[21, [21, 10]]], [[8, [8, 17]]], [[15, [15, 14]]], [[14, [12, 9]]], [[6, [6, 24]]], [[30, [30, 25]]], [[27, [27]]]]]",2.142857,6.142857,1.933333,5.466667,303.355,OK
test_data\data_demand_random\30\C201_3.dat,8,120,2,3,701.0788655293195,"[[[[0, []], [13, [13, 29, 23]], [29, []], [23, []], [19, [19, 22]], [26, [26]], [28, [28, 24, 18]], [24, []], [6, [6, 20]], [18, []], [25, [25, 30]], [30, []], [27, [27]], [22, []], [20, []]], [[0, [1]], [1, []], [2, [2, 11, 4]], [11, []], [4, []], [10, [10, 16]], [3, [3]], [7, [7, 5]], [5, []], [8, [8, 17, 15, 14, 21]], [17, []], [15, []], [16, []], [14, []], [12, [12, 9]], [9, []], [21, []]]], [[[2, [2, 11, 4]]], [[13, [13, 29, 23]]], [[10, [10, 16]]], [[19, [19, 22]]], [[26, [26]]], [[3, [3]]], [[28, [28, 24, 18]]], [[7, [7, 5]]], [[8, [8, 17, 15, 14, 21]]], [[6, [6, 20]]], [[25, [25, 30]]], [[27, [27]]], [[12, [12, 9]]]]]",,None,2.230769,6.307692,,,311.995,OK
test_data\data_demand_random\30\C201_3.dat,8,120,2,4,701.0788655293195,"[[[[0, [1]], [26, [26, 13]], [23, [23]], [13, []], [3, [3]], [1, []], [18, [18, 29, 22]], [29, []], [28, [28]], [6, [6, 24]], [22, []], [24, []], [25, [25, 30]], [30, []], [27, [27]]], [[0, []], [5, [5, 2, 11]], [2, []], [19, [19]], [11, []], [10, [10]], [4, [4, 16]], [7, [7]], [8, [8, 17, 15, 14, 21]], [17, []], [15, []], [16, []], [14, []], [12, [12, 9, 20]], [9, []], [21, []], [20, []]]], [[[26, [26, 13]]], [[23, [23]]], [[5, [5, 2, 11]]], [[3, [3]]], [[19, [19]]], [[10, [10]]], [[18, [18, 29, 22]]], [[4, [4, 16]]], [[7, [7]]], [[28, [28]]], [[8, [8, 17, 15, 14, 21]]], [[6, [6, 24]]], [[25, [25, 30]]], [[27, [27]]], [[12, [12, 9, 20]]]]]",,None,1.933333,5.466667,,,335.746,OK
test_data\data_demand_random\30\C201_3.dat,8,120,2,5,678.298221281347,"[[[[0, []], [13, [13]], [2, [2]], [4, [4, 3]], [3, []], [5, [5]], [7, [7, 16]], [10, [10, 14, 12, 18, 25, 9, 17, 15]], [18, []], [17, []], [15, []], [14, []], [16, []], [12, []], [25, []], [9, []]], [[0, []], [26, [26, 11, 1]], [23, [23, 29]], [11, []], [1, []], [19, [19, 22]], [28, [28, 24]], [6, [6, 8, 21]], [8, []], [21, []], [22, []], [27, [27, 30]], [30, []], [29, []], [24, []], [20, [20]]]], [[[26, [1]]], [[13, [13]]], [[26, [26, 11]]], [[2, [2]]], [[23, [23, 29]]], [[4, [4, 3]]], [[5, [5]]], [[19, [19, 22]]], [[28, [28, 24]]], [[7, [7, 16]]], [[10, [12, 25, 9, 17, 15]]], [[10, [10, 14, 18]]], [[6, [6, 8, 21]]], [[27, [27, 30]]], [[20, [20]]]]]",704.352626830295,"[[[[0, []], [13, [13, 16, 26]], [16, []], [26, []], [3, [3, 22]], [7, [7, 24]], [5, [5]], [10, [10, 29]], [22, []], [24, []], [27, [27, 30]], [29, []], [30, []], [25, [25, 8]], [8, []]], [[0, []], [1, [1]], [2, [2, 23]], [11, [11, 19]], [4, [4, 9, 28, 6, 18]], [9, []], [28, []], [6, []], [23, []], [18, []], [17, [17, 15, 14, 20, 21]], [19, []], [15, []], [14, []], [12, [12]], [21, []], [20, []]]], [[[13, [13, 16, 26]]], [[1, [1]]], [[2, [2, 23]]], [[11, [11, 19]]], [[3, [3, 22]]], [[4, [9, 28, 6, 18]]], [[4, [4]]], [[7, [7, 24]]], [[5, [5]]], [[10, [10, 29]]], [[17, [17, 15, 14, 20, 21]]], [[12, [12]], [27, [27, 30]]], [[25, [25, 8]]]]]",2.0,5.733333,2.307692,6.615385,299.002,OK
test_data\data_demand_random\30\C201_3.dat,8,120,3,1,701.0788655293195,"[[[[0, []], [11, [11, 13, 2, 1]], [13, []], [1, []], [4, [4, 3]], [3, []], [7, [7, 5]], [2, []], [5, []], [21, [21, 22, 24]], [22, []], [20, [20, 6]], [24, []], [6, []], [27, [27, 30]], [30, []], [25, [25, 10]], [10, []]], [[0, []], [19, [19, 29]], [29, []], [16, [16, 23]], [23, []], [26, [26]], [28, [28, 18, 15, 14]], [18, []], [17, [17]], [15, []], [14, []], [12, [12, 9, 8]], [9, []], [8, []]]], [[[11, [1]]], [[11, [11, 13, 2]]], [[4, [4, 3]]], [[19, [19, 29]]], [[16, [16, 23]]], [[26, [26]]], [[7, [7, 5]]], [[28, [28, 18, 15, 14]]], [[21, [21, 22, 24]]], [[20, [20, 6]], [17, [17]]], [[12, [12, 9, 8]]], [[27, [27, 30]]], [[25, [25, 10]]]]]",701.0788655293195,"[[[[0, []], [11, [11, 13, 2, 1]], [13, []], [1, []], [4, [4, 3]], [3, []], [7, [7, 5]], [2, []], [5, []], [21, [21, 22, 24]], [22, []], [20, [20, 6]], [24, []], [6, []], [27, [27, 30]], [30, []], [25, [25, 10]], [10, []]], [[0, []], [19, [19, 29]], [29, []], [16, [16, 23]], [23, []], [26, [26]], [28, [28, 18, 15, 14]], [18, []], [17, [17]], [15, []], [14, []], [12, [12, 9, 8]], [9, []], [8, []]]], [[[11, [1]]], [[11, [11, 13, 2]]], [[4, [4, 3]]], [[19, [19, 29]]], [[16, [16, 23]]], [[26, [26]]], [[7, [7, 5]]], [[28, [28, 18, 15, 14]]], [[21, [21, 22, 24]]], [[20, [20, 6]], [17, [17]]], [[12, [12, 9, 8]]], [[27, [27, 30]]], [[25, [25, 10]]]]]",2.307692,6.615385,2.307692,6.615385,418.266,OK
test_data\data_demand_random\30\C201_3.dat,8,120,3,2,701.0788655293195,"[[[[0, [11]], [23, [23, 29]], [5, [5, 10]], [2, [2, 22]], [10, []], [11, []], [28, [28, 24]], [24, []], [29, []], [6, [6, 21, 20]], [20, []], [21, []], [22, []], [27, [27, 30]], [25, [25]], [30, []]], [[0, []], [13, [13, 16, 26, 1]], [16, []], [26, []], [3, [3]], [1, []], [7, [7, 4]], [4, []], [14, [14, 15, 18]], [15, []], [17, [17, 19]], [18, []], [19, []], [12, [12, 9, 8]], [9, []], [8, []]]], [[[13, [1]]], [[23, [23, 29]]], [[13, [13, 16, 26]]], [[3, [3]]], [[5, [5, 10]]], [[2, [2, 22]]], [[7, [7, 4]]], [[14, [14, 15, 18]]], [[28, [28, 24]]], [[6, [6, 21, 20]]], [[17, [17, 19]]], [[27, [27, 30]]], [[12, [12, 9, 8]]], [[25, [25]]]]]",,None,2.071429,5.928571,,,495.147,OK
test_data\data_demand_random\30\C201_3.dat,8,120,3,3,693.0831891575846,"[[[[0, [1]], [4, [4, 16]], [1, []], [11, [11, 12, 7, 3, 14]], [10, [10, 5]], [5, []], [7, []], [3, []], [16, []], [14, []], [17, [17, 15]], [15, []], [12, [9, 8]], [9, []], [8, []]], [[0, []], [26, [26, 13]], [2, [2, 19, 29]], [13, []], [19, []], [18, [18, 23]], [23, []], [28, [28, 22, 24]], [29, []], [6, [6, 20, 21]], [24, []], [20, []], [21, []], [22, []], [25, [25, 30]], [30, []], [27, [27]]]], [[[26, [26, 13]]], [[2, [29]]], [[4, [4, 16]]], [[2, [2, 19]]], [[11, [12, 7, 14]]], [[11, [11, 3]]], [[10, [10, 5]]], [[18, [18, 23]]], [[28, [28, 22, 24]]], [[6, [6, 20, 21]]], [[17, [17, 15]]], [[12, [9, 8]]], [[25, [25, 30]]], [[27, [27]]]]]",719.05551275464,"[[[[0, []], [26, [26]], [11, [11, 19, 2, 13]], [2, []], [13, []], [19, []], [18, [18, 23]], [23, []], [28, [28, 29, 22]], [29, []], [6, [6, 24]], [24, []], [20, [20, 21]], [21, []], [22, []], [25, [25, 30]], [30, []], [27, [27]]], [[0, [1]], [5, [5, 10]], [10, []], [4, [4, 3]], [1, []], [7, [7, 16]], [3, []], [16, []], [14, [14, 15, 8]], [17, [17]], [15, [12, 9]], [12, []], [9, []], [8, []]]], [[[5, [5, 10]]], [[26, [26]]], [[11, [2, 13]]], [[11, [11, 19]]], [[4, [4, 3]]], [[18, [18, 23]]], [[7, [7, 16]]], [[14, [14, 15, 8]]], [[28, [28, 29, 22]]], [[6, [6, 24]]], [[20, [20, 21]], [17, [17]]], [[15, [12, 9]]], [[25, [25, 30]]], [[27, [27]]]]]",2.071429,5.857143,2.071429,5.857143,598.987,OK
test_data\data_demand_random\30\C201_3.dat,8,120,3,4,701.0788655293195,"[[[[0, []], [16, [16, 23]], [23, []], [26, [26, 29]], [18, [18, 24, 22]], [19, [19]], [28, [28]], [6, [6, 20]], [29, []], [24, []], [20, []], [21, [21, 27, 30]], [27, []], [25, [25]], [30, []], [22, []]], [[0, [1]], [2, [2, 5, 11]], [5, []], [11, []], [10, [10, 4, 13]], [1, []], [4, []], [3, [3]], [7, [7]], [17, [17, 15, 14, 8]], [13, []], [15, []], [14, []], [12, [12, 9]], [9, []], [8, []]]], [[[16, [16, 23]]], [[26, [26, 29]]], [[2, [2, 5, 11]]], [[10, [10, 4, 13]]], [[3, [3]]], [[18, [18, 24, 22]]], [[19, [19]]], [[7, [7]]], [[28, [28]]], [[6, [6, 20]]], [[17, [17, 15, 14, 8]]], [[21, [21, 27, 30]]], [[25, [25]]], [[12, [12, 9]]]]]",,None,2.071429,5.857143,,,461.553,OK
test_data\data_demand_random\30\C201_3.dat,8,120,3,5,680.0831891575846,"[[[[0, [1]], [23, [23, 13]], [2, [2, 3]], [3, []], [4, [4, 5]], [10, [10]], [11, [11]], [5, []], [7, [7, 15]], [1, []], [15, []], [13, [27]], [25, [25, 24]], [27, []], [24, []]], [[0, []], [26, [26, 16]], [29, [29, 17, 12, 9, 30, 28, 14]], [30, []], [28, []], [17, [19]], [12, []], [9, []], [18, [18]], [19, []], [16, []], [14, []], [8, [8, 21, 6]], [21, []], [6, []], [22, [22]], [20, [20]]]], [[[26, [26, 16]]], [[23, [23, 13]]], [[2, [2, 3]]], [[29, [17, 12, 9, 30, 28, 14]]], [[29, [29]]], [[4, [4, 5]]], [[17, [19]]], [[10, [10]]], [[11, [11]]], [[18, [18]]], [[7, [7, 15]]], [[8, [8, 21, 6]]], [[13, [27]]], [[25, [25, 24]]], [[22, [22]]], [[20, [20]]]]]",707.8509121897596,"[[[[0, []], [26, [26]], [23, [23, 5, 11]], [11, []], [5, []], [28, [28, 24, 22]], [22, []], [20, [20, 29]], [29, []], [6, [6, 21]], [30, [30, 27]], [25, [25]], [27, []], [24, []], [21, []]], [[0, [1]], [1, []], [13, [13, 9, 15, 8, 17, 14, 16]], [17, []], [16, []], [19, [19]], [15, [2, 10]], [9, [4, 3]], [2, []], [3, []], [7, [7, 18]], [4, []], [8, []], [18, []], [14, []], [12, [12]], [10, []]]], [[[26, [26]]], [[23, [11]]], [[23, [23, 5]]], [[13, [9, 15, 8, 17, 14]]], [[13, [13, 16]]], [[19, [19]]], [[15, [2, 10]]], [[9, [4, 3]]], [[28, [28, 24, 22]]], [[7, [7, 18]]], [[20, [20, 29]]], [[6, [6, 21]]], [[30, [30, 27]], [12, [12]]], [[25, [25]]]]]",1.8125,5.125,2.071429,5.857143,584.108,OK
